1,0,0,0.00,0,0,0.00
1,0,0,0.00,0,0,0.00
1,0,0,0.00,0,0,0.00
1,0,0,0.00,0,0,0.00
1,0,0,0.00,0,0,0.00
1,0,0,0.00,0,0,0.00
1,0,0,0.00,0,0,0.00
1,0,0,0.00,0,0,0.00
1,0,0,0.00,0,0,0.00
1,0,0,0.00,0,0,0.00
1,0,0,0.00,0,0,0.00
1,0,0,0.00,0,0,0.00
1,0,0,0.00,0,0,0.00
1,0,0,0.00,0,0,0.00
1,0,0,0.00,0,0,0.00
1,0,0,0.00,0,0,0.00
1,0,0,0.00,0,0,0.00
1,0,0,0.00,0,0,0.00
1,0,0,0.00,0,0,0.00
1,0,0,0.00,0,0,0.00
1,0,0,0.00,0,0,0.00
1,0,0,0.00,0,0,0.00
undefined,1,0,0,0.00,0,0,0.00
undefined,1,0,0,0.00,0,0,0.00
undefined,1,0,0,0.00,0,0,0.00
undefined,1,0,0,0.00,0,0,0.00
undefined,1,0,0,0.00,0,0,0.00
undefined,1,0,0,0.00,0,0,0.00
undefined,1,0,0,0.00,0,0,0.00
undefined,1,0,0,0.00,0,0,0.00
undefined,1,0,0,0.00,0,0,0.00
undefined,1,0,0,0.00,0,0,0.00
undefined,1,0,0,0.00,0,0,0.00
undefined,1,0,0,0.00,0,0,0.00
undefined,1,0,0,0.00,0,0,0.00
undefined,1,0,0,0.00,0,0,0.00
undefined,1,0,0,0.00,0,0,0.00
undefined,1,0,0,0.00,0,0,0.00
undefined,1,0,0,0.00,0,0,0.00
undefined,1,0,0,0.00,0,0,0.00
undefined,1,0,0,0.00,0,0,0.00
undefined,1,0,0,0.00,0,0,0.00
undefined,1,0,0,0.00,0,0,0.00
undefined,1,0,0,0.00,0,0,0.00
undefined,1,0,0,0.00,0,0,0.00
undefined,1,0,0,0.00,0,0,0.00
undefined,1,0,0,0.00,0,0,0.00
undefined,1,0,0,0.00,0,0,0.00
undefined,1,0,0,0.00,0,0,0.00
undefined,1,0,0,0.00,0,0,0.00
undefined,1,0,0,0.00,0,0,0.00
undefined,1,0,0,0.00,0,0,0.00
undefined,1,0,0,0.00,0,0,0.00
undefined,1,0,0,0.00,0,0,0.00
undefined,1,0,0,0.00,0,0,0.00
undefined,1,0,0,0.00,0,0,0.00
undefined,1,0,0,0.00,0,0,0.00
